#reqtime=1732322987.962,2024-11-23 00:49:47.962,UTC
#URL=http://hvointernal.wr.usgs.gov/valve3//valve3.jsp?&a=rawData&o=csv&tz=UTC&w=900&h=780&n=1&x.0=75&y.0=20&w.0=750&h.0=240&mh.0=900&chCnt.0=1&src.0=hvo_def_gps&st.0=20060101000000000&et.0=20241120235959999&lg.0=true&ch.0=189&dataTypes.0=990.3586812447757&plotType.0=ts&rk.0=9&ds.0=None&dsInt.0=&sdt.0=&ct.0=2&bl.0=[none]&linetype.0=o&ysLMin.0=&ysLMax.0=&despike_period.0=&filter_arg1.0=&filter_arg2.0=&despike.0=F&detrend.0=F&dmo_fl.0=0&filter_arg3.0=&dmo_arithmetic.0=None&dmo_arithmetic_value.0=&dmo_db.0=1&debias_period.0=&east.0=T&north.0=T&up.0=T&length.0=F&v_hs.0=T&v_vs.0=F&v_se.0=T&displacementBeforeStartTime.0=&displacementBeforeEndTime.0=&displacementBeforeModel.0=m&displacementAfterStartTime.0=&displacementAfterEndTime.0=&displacementAfterModel.0=m&d_hs.0=T&d_vs.0=F&d_se.0=T&plotSeparately.0=true
#source=hvo_def_gps
#st= 189345600.000, et= 785419199.999, chCnt=1
Epoch,Date,KOSM_east,KOSM_north,KOSM_up
1141560000.000,2006-03-05 12:00:00,        -0.333526,         0.180444,         0.173064
1141646400.000,2006-03-06 12:00:00,        -0.331968,         0.179107,         0.177707
1141732800.000,2006-03-07 12:00:00,        -0.328747,         0.181513,         0.178768
1141819200.000,2006-03-08 12:00:00,        -0.329291,         0.179147,         0.183773
1143460800.000,2006-03-27 12:00:00,        -0.340270,         0.174582,         0.185637
1143547200.000,2006-03-28 12:00:00,        -0.342166,         0.171487,         0.178554
1143633600.000,2006-03-29 12:00:00,        -0.340339,         0.174082,         0.173929
1143720000.000,2006-03-30 12:00:00,        -0.341379,         0.172245,         0.181185
1143806400.000,2006-03-31 12:00:00,        -0.341153,         0.171696,         0.184072
1143892800.000,2006-04-01 12:00:00,        -0.341165,         0.173488,         0.184472
1143979200.000,2006-04-02 12:00:00,        -0.338640,         0.173182,         0.177236
1144065600.000,2006-04-03 12:00:00,        -0.337986,         0.170588,         0.169230
1144152000.000,2006-04-04 12:00:00,        -0.342392,         0.173217,         0.168646
1144238400.000,2006-04-05 12:00:00,        -0.339060,         0.172848,         0.187595
1144324800.000,2006-04-06 12:00:00,        -0.339666,         0.172892,         0.194780
1144411200.000,2006-04-07 12:00:00,        -0.340279,         0.173996,         0.172717
1144497600.000,2006-04-08 12:00:00,        -0.341524,         0.171386,         0.181909
1144584000.000,2006-04-09 12:00:00,        -0.338829,         0.173206,         0.181785
1144670400.000,2006-04-10 12:00:00,        -0.342893,         0.175195,         0.179561
1144756800.000,2006-04-11 12:00:00,        -0.342895,         0.171717,         0.166733
1144843200.000,2006-04-12 12:00:00,        -0.341661,         0.175010,         0.167233
1144929600.000,2006-04-13 12:00:00,        -0.339581,         0.168086,         0.172344
1145016000.000,2006-04-14 12:00:00,        -0.341501,         0.170603,         0.180529
1145102400.000,2006-04-15 12:00:00,        -0.343316,         0.173562,         0.184236
1145188800.000,2006-04-16 12:00:00,        -0.343567,         0.172688,         0.178740
1145275200.000,2006-04-17 12:00:00,        -0.340955,         0.174533,         0.189976
1145361600.000,2006-04-18 12:00:00,        -0.343598,         0.172911,         0.187597
1145448000.000,2006-04-19 12:00:00,        -0.340742,         0.173381,         0.187586
1145534400.000,2006-04-20 12:00:00,        -0.343425,         0.172989,         0.178919
1145620800.000,2006-04-21 12:00:00,        -0.341987,         0.174334,         0.182774
1145707200.000,2006-04-22 12:00:00,        -0.342113,         0.173847,         0.196708
1145793600.000,2006-04-23 12:00:00,        -0.341794,         0.168214,         0.191577
1145880000.000,2006-04-24 12:00:00,        -0.344213,         0.174047,         0.178041
1145966400.000,2006-04-25 12:00:00,        -0.340389,         0.170136,         0.184077
1146052800.000,2006-04-26 12:00:00,        -0.344584,         0.173117,         0.185618
1146139200.000,2006-04-27 12:00:00,        -0.346198,         0.170721,         0.193276
1146225600.000,2006-04-28 12:00:00,        -0.344032,         0.171529,         0.199735
1146312000.000,2006-04-29 12:00:00,        -0.343563,         0.171410,         0.207255
1146571200.000,2006-05-02 12:00:00,        -0.342499,         0.167146,         0.208836
1146657600.000,2006-05-03 12:00:00,        -0.346136,         0.169209,         0.203536
1146744000.000,2006-05-04 12:00:00,        -0.344770,         0.168892,         0.192929
1146830400.000,2006-05-05 12:00:00,        -0.347328,         0.169042,         0.197703
1146916800.000,2006-05-06 12:00:00,        -0.346995,         0.169562,         0.194937
1147003200.000,2006-05-07 12:00:00,        -0.344917,         0.169675,         0.195589
1147089600.000,2006-05-08 12:00:00,        -0.346040,         0.169033,         0.190063
1147176000.000,2006-05-09 12:00:00,        -0.346689,         0.171721,         0.195466
1147262400.000,2006-05-10 12:00:00,        -0.345612,         0.171857,         0.202182
1147348800.000,2006-05-11 12:00:00,        -0.343312,         0.171054,         0.188005
1147435200.000,2006-05-12 12:00:00,        -0.345880,         0.171581,         0.202107
1147521600.000,2006-05-13 12:00:00,        -0.344430,         0.171289,         0.188404
1147608000.000,2006-05-14 12:00:00,        -0.347833,         0.168770,         0.198860
1147694400.000,2006-05-15 12:00:00,        -0.347463,         0.170711,         0.213318
1147780800.000,2006-05-16 12:00:00,        -0.349872,         0.166206,         0.210940
1147867200.000,2006-05-17 12:00:00,        -0.347842,         0.169836,         0.209067
1147953600.000,2006-05-18 12:00:00,        -0.346126,         0.169109,         0.212684
1148040000.000,2006-05-19 12:00:00,        -0.347358,         0.171694,         0.198264
1148126400.000,2006-05-20 12:00:00,        -0.348007,         0.172334,         0.197456
1148212800.000,2006-05-21 12:00:00,        -0.346761,         0.175267,         0.197316
1148299200.000,2006-05-22 12:00:00,        -0.346968,         0.171936,         0.199353
1148385600.000,2006-05-23 12:00:00,        -0.349117,         0.171514,         0.196841
1148472000.000,2006-05-24 12:00:00,        -0.349978,         0.170425,         0.189315
1148558400.000,2006-05-25 12:00:00,        -0.352073,         0.170096,         0.197000
1148644800.000,2006-05-26 12:00:00,        -0.350410,         0.170355,         0.197843
1148731200.000,2006-05-27 12:00:00,        -0.347181,         0.170079,         0.200012
1148817600.000,2006-05-28 12:00:00,        -0.350862,         0.168249,         0.191241
1148904000.000,2006-05-29 12:00:00,        -0.347815,         0.170601,         0.185526
1148990400.000,2006-05-30 12:00:00,        -0.349864,         0.169726,         0.206778
1149076800.000,2006-05-31 12:00:00,        -0.351947,         0.171549,         0.211060
1149163200.000,2006-06-01 12:00:00,        -0.351440,         0.169147,         0.203633
1149249600.000,2006-06-02 12:00:00,        -0.352732,         0.169598,         0.211355
1149336000.000,2006-06-03 12:00:00,        -0.347554,         0.174455,         0.203559
1149422400.000,2006-06-04 12:00:00,        -0.349103,         0.171465,         0.206390
1149508800.000,2006-06-05 12:00:00,        -0.355164,         0.167245,         0.204520
1149595200.000,2006-06-06 12:00:00,        -0.351500,         0.170347,         0.193855
1149681600.000,2006-06-07 12:00:00,        -0.351799,         0.172824,         0.191234
1149768000.000,2006-06-08 12:00:00,        -0.353506,         0.167396,         0.217377
1149854400.000,2006-06-09 12:00:00,        -0.355562,         0.169818,         0.200634
1149940800.000,2006-06-10 12:00:00,        -0.345630,         0.169224,         0.203284
1150027200.000,2006-06-11 12:00:00,        -0.352603,         0.168793,         0.209672
1150113600.000,2006-06-12 12:00:00,        -0.354367,         0.169748,         0.207711
1150200000.000,2006-06-13 12:00:00,        -0.352422,         0.170865,         0.199385
1150286400.000,2006-06-14 12:00:00,        -0.353156,         0.168155,         0.197983
1150372800.000,2006-06-15 12:00:00,        -0.349174,         0.170732,         0.203411
1150459200.000,2006-06-16 12:00:00,        -0.355152,         0.167149,         0.220701
1150545600.000,2006-06-17 12:00:00,        -0.355559,         0.173439,         0.212390
1150632000.000,2006-06-18 12:00:00,        -0.355807,         0.172695,         0.204618
1150718400.000,2006-06-19 12:00:00,        -0.353381,         0.172326,         0.208865
1150804800.000,2006-06-20 12:00:00,        -0.360213,         0.170851,         0.209312
1150891200.000,2006-06-21 12:00:00,        -0.359401,         0.171385,         0.218919
1150977600.000,2006-06-22 12:00:00,        -0.360844,         0.171910,         0.204168
1151064000.000,2006-06-23 12:00:00,        -0.362393,         0.173124,         0.209637
1151150400.000,2006-06-24 12:00:00,        -0.361173,         0.164896,         0.211830
1151236800.000,2006-06-25 12:00:00,        -0.360596,         0.167018,         0.218084
1151323200.000,2006-06-26 12:00:00,        -0.361609,         0.169517,         0.217203
1151409600.000,2006-06-27 12:00:00,        -0.360850,         0.169369,         0.220124
1151496000.000,2006-06-28 12:00:00,        -0.364486,         0.169639,         0.211766
1151582400.000,2006-06-29 12:00:00,        -0.365975,         0.167034,         0.211716
1151668800.000,2006-06-30 12:00:00,        -0.367432,         0.170502,         0.214514
1151755200.000,2006-07-01 12:00:00,        -0.368281,         0.169292,         0.222418
1151841600.000,2006-07-02 12:00:00,        -0.364258,         0.174300,         0.219587
1151928000.000,2006-07-03 12:00:00,        -0.367211,         0.171528,         0.203024
1152100800.000,2006-07-05 12:00:00,        -0.364423,         0.171424,         0.199469
1152187200.000,2006-07-06 12:00:00,        -0.368017,         0.171401,         0.213176
1152273600.000,2006-07-07 12:00:00,        -0.367275,         0.170584,         0.220825
1152360000.000,2006-07-08 12:00:00,        -0.370006,         0.166635,         0.223403
1152446400.000,2006-07-09 12:00:00,        -0.369899,         0.165043,         0.219115
1152532800.000,2006-07-10 12:00:00,        -0.365281,         0.168214,         0.231231
1152619200.000,2006-07-11 12:00:00,        -0.373124,         0.166512,         0.226655
1152705600.000,2006-07-12 12:00:00,        -0.369871,         0.174363,         0.211271
1152792000.000,2006-07-13 12:00:00,        -0.365579,         0.171632,         0.210352
1152878400.000,2006-07-14 12:00:00,        -0.371101,         0.171818,         0.229802
1152964800.000,2006-07-15 12:00:00,        -0.365453,         0.174718,         0.233165
1153051200.000,2006-07-16 12:00:00,        -0.366522,         0.173931,         0.229528
1153137600.000,2006-07-17 12:00:00,        -0.370562,         0.168860,         0.230650
1153224000.000,2006-07-18 12:00:00,        -0.369172,         0.167127,         0.233636
1153310400.000,2006-07-19 12:00:00,        -0.371460,         0.165910,         0.228411
1153396800.000,2006-07-20 12:00:00,        -0.370464,         0.168651,         0.238310
1153483200.000,2006-07-21 12:00:00,        -0.372628,         0.167955,         0.231047
1153569600.000,2006-07-22 12:00:00,        -0.371662,         0.169381,         0.235933
1153656000.000,2006-07-23 12:00:00,        -0.370174,         0.168161,         0.232387
1153742400.000,2006-07-24 12:00:00,        -0.369612,         0.167661,         0.237118
1153828800.000,2006-07-25 12:00:00,        -0.370998,         0.168217,         0.241831
1153915200.000,2006-07-26 12:00:00,        -0.371689,         0.171335,         0.234150
1154001600.000,2006-07-27 12:00:00,        -0.375336,         0.169535,         0.226486
1154088000.000,2006-07-28 12:00:00,        -0.368207,         0.170255,         0.240741
1154174400.000,2006-07-29 12:00:00,        -0.371860,         0.168263,         0.246237
1154260800.000,2006-07-30 12:00:00,        -0.381401,         0.167675,         0.258871
1154347200.000,2006-07-31 12:00:00,        -0.376071,         0.166777,         0.238938
1154433600.000,2006-08-01 12:00:00,        -0.377325,         0.169026,         0.241838
1154520000.000,2006-08-02 12:00:00,        -0.374393,         0.168485,         0.245360
1154606400.000,2006-08-03 12:00:00,        -0.372113,         0.172372,         0.247474
1154692800.000,2006-08-04 12:00:00,        -0.375372,         0.168397,         0.261803
1154779200.000,2006-08-05 12:00:00,        -0.380734,         0.163376,         0.236095
1154865600.000,2006-08-06 12:00:00,        -0.379645,         0.172661,         0.243818
1154952000.000,2006-08-07 12:00:00,        -0.377597,         0.167618,         0.237817
1155038400.000,2006-08-08 12:00:00,        -0.382316,         0.168784,         0.252268
1155124800.000,2006-08-09 12:00:00,        -0.379734,         0.169644,         0.241015
1155211200.000,2006-08-10 12:00:00,        -0.380167,         0.170394,         0.244551
1155297600.000,2006-08-11 12:00:00,        -0.382645,         0.169588,         0.247857
1155384000.000,2006-08-12 12:00:00,        -0.385303,         0.168539,         0.247042
1155470400.000,2006-08-13 12:00:00,        -0.382390,         0.168658,         0.255328
1155556800.000,2006-08-14 12:00:00,        -0.379309,         0.169294,         0.254164
1155643200.000,2006-08-15 12:00:00,        -0.377396,         0.170646,         0.262108
1155729600.000,2006-08-16 12:00:00,        -0.380789,         0.167676,         0.254156
1155816000.000,2006-08-17 12:00:00,        -0.375107,         0.168866,         0.251710
1155902400.000,2006-08-18 12:00:00,        -0.381629,         0.168595,         0.244861
1155988800.000,2006-08-19 12:00:00,        -0.383917,         0.167941,         0.245180
1156075200.000,2006-08-20 12:00:00,        -0.384727,         0.167389,         0.248469
1156161600.000,2006-08-21 12:00:00,        -0.385582,         0.165819,         0.255146
1156248000.000,2006-08-22 12:00:00,        -0.387707,         0.166300,         0.256048
1156334400.000,2006-08-23 12:00:00,        -0.380066,         0.165454,         0.262481
1156420800.000,2006-08-24 12:00:00,        -0.380032,         0.163669,         0.262665
1156507200.000,2006-08-25 12:00:00,        -0.379313,         0.165021,         0.258138
1156593600.000,2006-08-26 12:00:00,        -0.379384,         0.166654,         0.264925
1156680000.000,2006-08-27 12:00:00,        -0.379104,         0.166263,         0.254939
1156766400.000,2006-08-28 12:00:00,        -0.376954,         0.165948,         0.273481
1156852800.000,2006-08-29 12:00:00,        -0.374189,         0.169006,         0.260005
1156939200.000,2006-08-30 12:00:00,        -0.376177,         0.164112,         0.252656
1157025600.000,2006-08-31 12:00:00,        -0.376346,         0.165308,         0.267542
1157112000.000,2006-09-01 12:00:00,        -0.380578,         0.166295,         0.269992
1157198400.000,2006-09-02 12:00:00,        -0.379723,         0.166460,         0.275296
1157284800.000,2006-09-03 12:00:00,        -0.378726,         0.164796,         0.265391
1157371200.000,2006-09-04 12:00:00,        -0.378648,         0.169815,         0.263216
1157457600.000,2006-09-05 12:00:00,        -0.381052,         0.164882,         0.268615
1157544000.000,2006-09-06 12:00:00,        -0.381491,         0.165256,         0.266129
1157630400.000,2006-09-07 12:00:00,        -0.377589,         0.165461,         0.244785
1157716800.000,2006-09-08 12:00:00,        -0.374990,         0.168152,         0.267908
1157803200.000,2006-09-09 12:00:00,        -0.378398,         0.168522,         0.256198
1157889600.000,2006-09-10 12:00:00,        -0.379977,         0.166745,         0.261065
1157976000.000,2006-09-11 12:00:00,        -0.380657,         0.165552,         0.270097
1158062400.000,2006-09-12 12:00:00,        -0.380766,         0.164560,         0.277938
1158148800.000,2006-09-13 12:00:00,        -0.381404,         0.165947,         0.265546
1158235200.000,2006-09-14 12:00:00,        -0.384012,         0.163796,         0.269889
1158321600.000,2006-09-15 12:00:00,        -0.385074,         0.164808,         0.261389
1158408000.000,2006-09-16 12:00:00,        -0.380725,         0.163334,         0.254371
1158494400.000,2006-09-17 12:00:00,        -0.382628,         0.165098,         0.263767
1158580800.000,2006-09-18 12:00:00,        -0.381819,         0.165834,         0.271365
1158667200.000,2006-09-19 12:00:00,        -0.384194,         0.167773,         0.268031
1158753600.000,2006-09-20 12:00:00,        -0.383215,         0.168099,         0.265834
1158840000.000,2006-09-21 12:00:00,        -0.378961,         0.167828,         0.269795
1158926400.000,2006-09-22 12:00:00,        -0.381514,         0.166257,         0.277870
1159012800.000,2006-09-23 12:00:00,        -0.384451,         0.165735,         0.284675
1159099200.000,2006-09-24 12:00:00,        -0.387742,         0.164792,         0.277457
1159185600.000,2006-09-25 12:00:00,        -0.382028,         0.163156,         0.278207
1159272000.000,2006-09-26 12:00:00,        -0.382801,         0.166694,         0.261092
1159358400.000,2006-09-27 12:00:00,        -0.383758,         0.163267,         0.269694
1159444800.000,2006-09-28 12:00:00,        -0.385833,         0.167638,         0.265032
1159531200.000,2006-09-29 12:00:00,        -0.387587,         0.161750,         0.271692
1159617600.000,2006-09-30 12:00:00,        -0.385437,         0.165254,         0.266292
1159704000.000,2006-10-01 12:00:00,        -0.385085,         0.162631,         0.271035
1159790400.000,2006-10-02 12:00:00,        -0.384017,         0.161430,         0.271570
1159876800.000,2006-10-03 12:00:00,        -0.385410,         0.160457,         0.266595
1159963200.000,2006-10-04 12:00:00,        -0.385527,         0.165182,         0.278941
1160049600.000,2006-10-05 12:00:00,        -0.384577,         0.166968,         0.273871
1160136000.000,2006-10-06 12:00:00,        -0.388254,         0.168606,         0.271220
1160222400.000,2006-10-07 12:00:00,        -0.382710,         0.165228,         0.281364
1160308800.000,2006-10-08 12:00:00,        -0.387180,         0.161663,         0.288526
1160395200.000,2006-10-09 12:00:00,        -0.386635,         0.161163,         0.291514
1160481600.000,2006-10-10 12:00:00,        -0.387956,         0.165109,         0.290897
1160568000.000,2006-10-11 12:00:00,        -0.386389,         0.162035,         0.270336
1160654400.000,2006-10-12 12:00:00,        -0.388042,         0.159866,         0.274906
1160740800.000,2006-10-13 12:00:00,        -0.390070,         0.160905,         0.278247
1160827200.000,2006-10-14 12:00:00,        -0.387054,         0.161590,         0.272695
1160913600.000,2006-10-15 12:00:00,        -0.386749,         0.160382,         0.274990
1161000000.000,2006-10-16 12:00:00,        -0.388362,         0.162271,         0.251127
1161086400.000,2006-10-17 12:00:00,        -0.394297,         0.169866,         0.243166
1161172800.000,2006-10-18 12:00:00,        -0.386941,         0.160567,         0.281890
1161259200.000,2006-10-19 12:00:00,        -0.387545,         0.163752,         0.260890
1161345600.000,2006-10-20 12:00:00,        -0.390763,         0.172338,         0.276141
1161432000.000,2006-10-21 12:00:00,        -0.383003,         0.161668,         0.276380
1161518400.000,2006-10-22 12:00:00,        -0.387070,         0.162733,         0.270262
1161604800.000,2006-10-23 12:00:00,        -0.385759,         0.165141,         0.271446
1161691200.000,2006-10-24 12:00:00,        -0.385937,         0.166363,         0.268813
1161777600.000,2006-10-25 12:00:00,        -0.383271,         0.162993,         0.271307
1161864000.000,2006-10-26 12:00:00,        -0.391090,         0.163739,         0.268543
1161950400.000,2006-10-27 12:00:00,        -0.386353,         0.158637,         0.299710
1162036800.000,2006-10-28 12:00:00,        -0.387197,         0.161983,         0.278491
1162123200.000,2006-10-29 12:00:00,        -0.389619,         0.162541,         0.276289
1162209600.000,2006-10-30 12:00:00,        -0.387592,         0.162699,         0.283359
1162296000.000,2006-10-31 12:00:00,        -0.386673,         0.164681,         0.270319
1162382400.000,2006-11-01 12:00:00,        -0.386452,         0.164121,         0.284363
1162468800.000,2006-11-02 12:00:00,        -0.385504,         0.164417,         0.267958
1162555200.000,2006-11-03 12:00:00,        -0.385247,         0.163774,         0.263098
1162641600.000,2006-11-04 12:00:00,        -0.386125,         0.159346,         0.291426
1162728000.000,2006-11-05 12:00:00,        -0.381499,         0.162894,         0.268772
1162814400.000,2006-11-06 12:00:00,        -0.384221,         0.163614,         0.280911
1162900800.000,2006-11-07 12:00:00,        -0.385220,         0.161690,         0.274629
1162987200.000,2006-11-08 12:00:00,        -0.386282,         0.167045,         0.272604
1163073600.000,2006-11-09 12:00:00,        -0.383185,         0.162805,         0.278561
1163160000.000,2006-11-10 12:00:00,        -0.382974,         0.161521,         0.285955
1163246400.000,2006-11-11 12:00:00,        -0.384051,         0.163584,         0.274351
1163332800.000,2006-11-12 12:00:00,        -0.382836,         0.166840,         0.277934
1163419200.000,2006-11-13 12:00:00,        -0.379870,         0.166273,         0.280274
1163505600.000,2006-11-14 12:00:00,        -0.378178,         0.158476,         0.268515
1163592000.000,2006-11-15 12:00:00,        -0.384041,         0.164393,         0.269707
1163678400.000,2006-11-16 12:00:00,        -0.378912,         0.170042,         0.283371
1163764800.000,2006-11-17 12:00:00,        -0.383562,         0.162012,         0.281182
1163851200.000,2006-11-18 12:00:00,        -0.381124,         0.162577,         0.279889
1163937600.000,2006-11-19 12:00:00,        -0.384726,         0.161560,         0.270867
1164024000.000,2006-11-20 12:00:00,        -0.383494,         0.162527,         0.269816
1164110400.000,2006-11-21 12:00:00,        -0.381416,         0.160187,         0.287448
1164196800.000,2006-11-22 12:00:00,        -0.381187,         0.160619,         0.279716
1164283200.000,2006-11-23 12:00:00,        -0.385084,         0.168293,         0.285776
1164369600.000,2006-11-24 12:00:00,        -0.384716,         0.160642,         0.266535
1164456000.000,2006-11-25 12:00:00,        -0.381033,         0.158801,         0.277999
1164542400.000,2006-11-26 12:00:00,        -0.380558,         0.163203,         0.269137
1164628800.000,2006-11-27 12:00:00,        -0.380786,         0.163666,         0.268421
1164715200.000,2006-11-28 12:00:00,        -0.380467,         0.165217,         0.270772
1164801600.000,2006-11-29 12:00:00,        -0.383477,         0.161907,         0.263096
1164888000.000,2006-11-30 12:00:00,        -0.379432,         0.161895,         0.275486
1164974400.000,2006-12-01 12:00:00,        -0.379274,         0.163412,         0.273725
1165060800.000,2006-12-02 12:00:00,        -0.379201,         0.163789,         0.279234
1165147200.000,2006-12-03 12:00:00,        -0.379654,         0.162272,         0.273885
1165233600.000,2006-12-04 12:00:00,        -0.378503,         0.164497,         0.272285
1165320000.000,2006-12-05 12:00:00,        -0.382562,         0.160506,         0.264299
1165406400.000,2006-12-06 12:00:00,        -0.381611,         0.161514,         0.281950
1165492800.000,2006-12-07 12:00:00,        -0.378722,         0.160175,         0.263258
1165579200.000,2006-12-08 12:00:00,        -0.378922,         0.162559,         0.275715
1165665600.000,2006-12-09 12:00:00,        -0.380317,         0.162384,         0.264266
1165752000.000,2006-12-10 12:00:00,        -0.379238,         0.161918,         0.276045
1165838400.000,2006-12-11 12:00:00,        -0.380265,         0.162265,         0.281514
1165924800.000,2006-12-12 12:00:00,        -0.378704,         0.162393,         0.275691
1166011200.000,2006-12-13 12:00:00,        -0.377562,         0.161463,         0.275317
1166097600.000,2006-12-14 12:00:00,        -0.375921,         0.165506,         0.269336
