#reqtime=1732320420.931,2024-11-23 00:07:00.931,UTC
#URL=http://hvointernal.wr.usgs.gov/valve3//valve3.jsp?&a=rawData&o=csv&tz=UTC&w=900&h=780&n=1&x.0=75&y.0=20&w.0=750&h.0=240&mh.0=900&chCnt.0=1&src.0=hvo_def_gps&st.0=20060101000000000&et.0=20241120235959999&lg.0=true&ch.0=141&dataTypes.0=1257.626851381734&plotType.0=ts&rk.0=9&ds.0=None&dsInt.0=&sdt.0=&ct.0=2&bl.0=[none]&linetype.0=o&ysLMin.0=&ysLMax.0=&despike_period.0=&filter_arg1.0=&filter_arg2.0=&despike.0=F&detrend.0=F&dmo_fl.0=0&filter_arg3.0=&dmo_arithmetic.0=None&dmo_arithmetic_value.0=&dmo_db.0=1&debias_period.0=&east.0=T&north.0=T&up.0=T&length.0=F&v_hs.0=T&v_vs.0=F&v_se.0=T&displacementBeforeStartTime.0=&displacementBeforeEndTime.0=&displacementBeforeModel.0=m&displacementAfterStartTime.0=&displacementAfterEndTime.0=&displacementAfterModel.0=m&d_hs.0=T&d_vs.0=F&d_se.0=T&plotSeparately.0=true
#source=hvo_def_gps
#st= 189345600.000, et= 785419199.999, chCnt=1
Epoch,Date,UWEV_east,UWEV_north,UWEV_up
1138881600.000,2006-02-02 12:00:00,        -0.142689,         0.140851,         0.107466
1138968000.000,2006-02-03 12:00:00,        -0.138581,         0.138858,         0.118306
1139054400.000,2006-02-04 12:00:00,        -0.144917,         0.142623,         0.116519
1139140800.000,2006-02-05 12:00:00,        -0.143528,         0.141463,         0.108795
1139227200.000,2006-02-06 12:00:00,        -0.143626,         0.142638,         0.108527
1139313600.000,2006-02-07 12:00:00,        -0.146069,         0.142384,         0.108676
1139400000.000,2006-02-08 12:00:00,        -0.145013,         0.142874,         0.119280
1139486400.000,2006-02-09 12:00:00,        -0.143950,         0.138258,         0.115089
1139572800.000,2006-02-10 12:00:00,        -0.143801,         0.139910,         0.117332
1139659200.000,2006-02-11 12:00:00,        -0.143717,         0.141927,         0.109492
1139745600.000,2006-02-12 12:00:00,        -0.145112,         0.141814,         0.107495
1139832000.000,2006-02-13 12:00:00,        -0.145774,         0.140693,         0.112153
1139918400.000,2006-02-14 12:00:00,        -0.141424,         0.140833,         0.117438
1140004800.000,2006-02-15 12:00:00,        -0.145611,         0.144872,         0.108785
1140091200.000,2006-02-16 12:00:00,        -0.145400,         0.143389,         0.109445
1140177600.000,2006-02-17 12:00:00,        -0.148572,         0.145346,         0.115408
1140264000.000,2006-02-18 12:00:00,        -0.147370,         0.143480,         0.101614
1140350400.000,2006-02-19 12:00:00,        -0.144948,         0.144160,         0.116411
1140436800.000,2006-02-20 12:00:00,        -0.147746,         0.147413,         0.107585
1140523200.000,2006-02-21 12:00:00,        -0.147310,         0.143930,         0.116635
1140609600.000,2006-02-22 12:00:00,        -0.149544,         0.145583,         0.122237
1140696000.000,2006-02-23 12:00:00,        -0.143723,         0.146500,         0.125719
1140782400.000,2006-02-24 12:00:00,        -0.149318,         0.145644,         0.125561
1140868800.000,2006-02-25 12:00:00,        -0.143732,         0.146371,         0.121143
1140955200.000,2006-02-26 12:00:00,        -0.147617,         0.146540,         0.116092
1141041600.000,2006-02-27 12:00:00,        -0.146844,         0.147807,         0.108210
1141128000.000,2006-02-28 12:00:00,        -0.145612,         0.147725,         0.114455
1141214400.000,2006-03-01 12:00:00,        -0.148464,         0.149344,         0.104913
1141300800.000,2006-03-02 12:00:00,        -0.147564,         0.149250,         0.109044
1141387200.000,2006-03-03 12:00:00,        -0.145839,         0.148745,         0.107145
1141473600.000,2006-03-04 12:00:00,        -0.145285,         0.149827,         0.108000
1141560000.000,2006-03-05 12:00:00,        -0.147933,         0.150276,         0.111386
1141646400.000,2006-03-06 12:00:00,        -0.147807,         0.151528,         0.113711
1146398400.000,2006-04-30 12:00:00,        -0.138633,         0.165849,         0.105607
1148558400.000,2006-05-25 12:00:00,        -0.147719,         0.162187,         0.114514
1148644800.000,2006-05-26 12:00:00,        -0.147105,         0.163164,         0.113159
1148731200.000,2006-05-27 12:00:00,        -0.143924,         0.162995,         0.110459
1148817600.000,2006-05-28 12:00:00,        -0.148857,         0.162982,         0.109512
1148904000.000,2006-05-29 12:00:00,        -0.149430,         0.163876,         0.113693
1148990400.000,2006-05-30 12:00:00,        -0.147026,         0.163962,         0.111617
1149076800.000,2006-05-31 12:00:00,        -0.144659,         0.167193,         0.110032
1149163200.000,2006-06-01 12:00:00,        -0.146844,         0.165618,         0.107080
1149249600.000,2006-06-02 12:00:00,        -0.145991,         0.166602,         0.108971
1149336000.000,2006-06-03 12:00:00,        -0.145531,         0.166039,         0.104918
1149422400.000,2006-06-04 12:00:00,        -0.145055,         0.163838,         0.104574
1149508800.000,2006-06-05 12:00:00,        -0.146775,         0.163011,         0.107924
1149595200.000,2006-06-06 12:00:00,        -0.146298,         0.165857,         0.108782
1149681600.000,2006-06-07 12:00:00,        -0.144596,         0.168087,         0.105295
1149768000.000,2006-06-08 12:00:00,        -0.142972,         0.168761,         0.124234
1149854400.000,2006-06-09 12:00:00,        -0.145097,         0.168925,         0.114412
1149940800.000,2006-06-10 12:00:00,        -0.146835,         0.167571,         0.104647
1150027200.000,2006-06-11 12:00:00,        -0.149563,         0.166733,         0.112302
1150113600.000,2006-06-12 12:00:00,        -0.148560,         0.170182,         0.106373
1150200000.000,2006-06-13 12:00:00,        -0.148025,         0.167144,         0.114996
1150286400.000,2006-06-14 12:00:00,        -0.148260,         0.168435,         0.120395
1150372800.000,2006-06-15 12:00:00,        -0.142453,         0.171224,         0.110417
1150459200.000,2006-06-16 12:00:00,        -0.146123,         0.170256,         0.123211
1150545600.000,2006-06-17 12:00:00,        -0.149948,         0.174855,         0.112551
1150632000.000,2006-06-18 12:00:00,        -0.149915,         0.173676,         0.108961
1150718400.000,2006-06-19 12:00:00,        -0.144615,         0.169278,         0.105541
1150804800.000,2006-06-20 12:00:00,        -0.148040,         0.174199,         0.109054
1150891200.000,2006-06-21 12:00:00,        -0.148754,         0.172440,         0.118390
1150977600.000,2006-06-22 12:00:00,        -0.151323,         0.172232,         0.126205
1151064000.000,2006-06-23 12:00:00,        -0.148658,         0.173558,         0.111891
1151150400.000,2006-06-24 12:00:00,        -0.144409,         0.170623,         0.112852
1151236800.000,2006-06-25 12:00:00,        -0.145980,         0.169944,         0.123468
1151323200.000,2006-06-26 12:00:00,        -0.146249,         0.170231,         0.114432
1151409600.000,2006-06-27 12:00:00,        -0.145098,         0.171649,         0.115998
1151496000.000,2006-06-28 12:00:00,        -0.148386,         0.173436,         0.115090
1151582400.000,2006-06-29 12:00:00,        -0.147949,         0.172972,         0.110005
1151668800.000,2006-06-30 12:00:00,        -0.147417,         0.173971,         0.112683
1151755200.000,2006-07-01 12:00:00,        -0.148803,         0.174189,         0.124699
1151841600.000,2006-07-02 12:00:00,        -0.144236,         0.178093,         0.113453
1151928000.000,2006-07-03 12:00:00,        -0.148151,         0.174195,         0.107612
1152014400.000,2006-07-04 12:00:00,        -0.148221,         0.175889,         0.096657
1152100800.000,2006-07-05 12:00:00,        -0.148049,         0.175141,         0.106456
1152187200.000,2006-07-06 12:00:00,        -0.149449,         0.170499,         0.107998
1152273600.000,2006-07-07 12:00:00,        -0.149614,         0.171121,         0.110734
1152360000.000,2006-07-08 12:00:00,        -0.145384,         0.170743,         0.119126
1152446400.000,2006-07-09 12:00:00,        -0.146090,         0.174925,         0.116032
1152532800.000,2006-07-10 12:00:00,        -0.143422,         0.173079,         0.130315
1152619200.000,2006-07-11 12:00:00,        -0.145132,         0.176878,         0.136932
1152705600.000,2006-07-12 12:00:00,        -0.150460,         0.175767,         0.122013
1152792000.000,2006-07-13 12:00:00,        -0.145716,         0.173308,         0.125476
1152878400.000,2006-07-14 12:00:00,        -0.145403,         0.176818,         0.124611
1152964800.000,2006-07-15 12:00:00,        -0.146242,         0.176407,         0.112473
1153051200.000,2006-07-16 12:00:00,        -0.145662,         0.172807,         0.108584
1153137600.000,2006-07-17 12:00:00,        -0.144229,         0.172210,         0.109738
1153224000.000,2006-07-18 12:00:00,        -0.144252,         0.172705,         0.122019
1153310400.000,2006-07-19 12:00:00,        -0.143559,         0.178304,         0.115706
1153396800.000,2006-07-20 12:00:00,        -0.144033,         0.176425,         0.103521
1153483200.000,2006-07-21 12:00:00,        -0.145587,         0.173595,         0.112620
1153569600.000,2006-07-22 12:00:00,        -0.145993,         0.173360,         0.116745
1153656000.000,2006-07-23 12:00:00,        -0.145181,         0.173078,         0.109461
1153742400.000,2006-07-24 12:00:00,        -0.145340,         0.173262,         0.117154
1153828800.000,2006-07-25 12:00:00,        -0.144258,         0.177768,         0.122526
1153915200.000,2006-07-26 12:00:00,        -0.147316,         0.176526,         0.113311
1154001600.000,2006-07-27 12:00:00,        -0.149560,         0.175537,         0.106585
1154088000.000,2006-07-28 12:00:00,        -0.144108,         0.178935,         0.125880
1154174400.000,2006-07-29 12:00:00,        -0.150500,         0.179352,         0.130784
1154260800.000,2006-07-30 12:00:00,        -0.150587,         0.178522,         0.132177
1154347200.000,2006-07-31 12:00:00,        -0.147331,         0.178955,         0.127897
1154433600.000,2006-08-01 12:00:00,        -0.149221,         0.180768,         0.120549
1154520000.000,2006-08-02 12:00:00,        -0.147963,         0.179203,         0.124132
1154606400.000,2006-08-03 12:00:00,        -0.147183,         0.184360,         0.131536
1154692800.000,2006-08-04 12:00:00,        -0.146342,         0.180569,         0.138146
1154779200.000,2006-08-05 12:00:00,        -0.146026,         0.181663,         0.129460
1154865600.000,2006-08-06 12:00:00,        -0.151471,         0.186137,         0.113248
1154952000.000,2006-08-07 12:00:00,        -0.149436,         0.183263,         0.112090
1155038400.000,2006-08-08 12:00:00,        -0.151073,         0.185355,         0.130412
1155124800.000,2006-08-09 12:00:00,        -0.151605,         0.186353,         0.128218
1155211200.000,2006-08-10 12:00:00,        -0.151895,         0.186504,         0.121891
1155297600.000,2006-08-11 12:00:00,        -0.151811,         0.184706,         0.112494
1155384000.000,2006-08-12 12:00:00,        -0.149708,         0.185890,         0.124066
1155470400.000,2006-08-13 12:00:00,        -0.149340,         0.184803,         0.127551
1155556800.000,2006-08-14 12:00:00,        -0.147072,         0.186831,         0.126703
1155643200.000,2006-08-15 12:00:00,        -0.146384,         0.187147,         0.129737
1155729600.000,2006-08-16 12:00:00,        -0.149871,         0.183273,         0.117263
1155816000.000,2006-08-17 12:00:00,        -0.146049,         0.181076,         0.127310
1155902400.000,2006-08-18 12:00:00,        -0.148900,         0.183813,         0.119103
1155988800.000,2006-08-19 12:00:00,        -0.148896,         0.180506,         0.126515
1156075200.000,2006-08-20 12:00:00,        -0.149788,         0.182002,         0.118523
1156161600.000,2006-08-21 12:00:00,        -0.147736,         0.182676,         0.122642
1156248000.000,2006-08-22 12:00:00,        -0.147885,         0.182968,         0.116407
1156334400.000,2006-08-23 12:00:00,        -0.147313,         0.183895,         0.115800
1156420800.000,2006-08-24 12:00:00,        -0.146737,         0.184074,         0.115882
1156507200.000,2006-08-25 12:00:00,        -0.147291,         0.183738,         0.128420
1156593600.000,2006-08-26 12:00:00,        -0.148879,         0.188469,         0.112078
1156680000.000,2006-08-27 12:00:00,        -0.151317,         0.183919,         0.125006
1156766400.000,2006-08-28 12:00:00,        -0.148468,         0.184038,         0.126794
1156852800.000,2006-08-29 12:00:00,        -0.143516,         0.185472,         0.115373
1156939200.000,2006-08-30 12:00:00,        -0.146208,         0.186020,         0.130173
1157025600.000,2006-08-31 12:00:00,        -0.146700,         0.184386,         0.112164
1157112000.000,2006-09-01 12:00:00,        -0.148467,         0.182579,         0.116421
1157198400.000,2006-09-02 12:00:00,        -0.148196,         0.185301,         0.112484
1157284800.000,2006-09-03 12:00:00,        -0.147513,         0.184993,         0.122673
1157371200.000,2006-09-04 12:00:00,        -0.150386,         0.186460,         0.117965
1157457600.000,2006-09-05 12:00:00,        -0.148372,         0.187141,         0.126058
1157544000.000,2006-09-06 12:00:00,        -0.149152,         0.188358,         0.123503
1157630400.000,2006-09-07 12:00:00,        -0.148353,         0.185343,         0.118383
1157716800.000,2006-09-08 12:00:00,        -0.148805,         0.188385,         0.131741
1157803200.000,2006-09-09 12:00:00,        -0.151733,         0.189239,         0.135618
1157889600.000,2006-09-10 12:00:00,        -0.151248,         0.191415,         0.132142
1157976000.000,2006-09-11 12:00:00,        -0.151026,         0.191298,         0.126514
1158062400.000,2006-09-12 12:00:00,        -0.150432,         0.189229,         0.131420
1158148800.000,2006-09-13 12:00:00,        -0.150084,         0.190926,         0.121931
1158235200.000,2006-09-14 12:00:00,        -0.152466,         0.190327,         0.126853
1158321600.000,2006-09-15 12:00:00,        -0.152719,         0.192075,         0.122784
1158408000.000,2006-09-16 12:00:00,        -0.151673,         0.189128,         0.133052
1158494400.000,2006-09-17 12:00:00,        -0.153161,         0.191139,         0.114196
1158580800.000,2006-09-18 12:00:00,        -0.152929,         0.191806,         0.121538
1158667200.000,2006-09-19 12:00:00,        -0.152811,         0.192077,         0.114507
1158753600.000,2006-09-20 12:00:00,        -0.152527,         0.192381,         0.123128
1158840000.000,2006-09-21 12:00:00,        -0.149771,         0.194143,         0.111502
1158926400.000,2006-09-22 12:00:00,        -0.152841,         0.194061,         0.131982
1159012800.000,2006-09-23 12:00:00,        -0.149821,         0.192386,         0.129750
1159099200.000,2006-09-24 12:00:00,        -0.153592,         0.194089,         0.138355
1159185600.000,2006-09-25 12:00:00,        -0.149791,         0.192992,         0.129819
1159272000.000,2006-09-26 12:00:00,        -0.149342,         0.195954,         0.129985
1159358400.000,2006-09-27 12:00:00,        -0.152919,         0.192115,         0.124851
1159444800.000,2006-09-28 12:00:00,        -0.150273,         0.195804,         0.125426
1159531200.000,2006-09-29 12:00:00,        -0.152670,         0.193357,         0.130606
1159617600.000,2006-09-30 12:00:00,        -0.152187,         0.196542,         0.125276
1159704000.000,2006-10-01 12:00:00,        -0.153092,         0.194921,         0.128731
1159790400.000,2006-10-02 12:00:00,        -0.152381,         0.193861,         0.120511
1159876800.000,2006-10-03 12:00:00,        -0.151498,         0.195483,         0.122339
1159963200.000,2006-10-04 12:00:00,        -0.151128,         0.196797,         0.123381
1160049600.000,2006-10-05 12:00:00,        -0.150589,         0.198986,         0.136430
1160136000.000,2006-10-06 12:00:00,        -0.150629,         0.196806,         0.126514
1160222400.000,2006-10-07 12:00:00,        -0.147693,         0.197678,         0.149250
1160308800.000,2006-10-08 12:00:00,        -0.150759,         0.194180,         0.141952
1160395200.000,2006-10-09 12:00:00,        -0.150573,         0.194372,         0.135003
1160481600.000,2006-10-10 12:00:00,        -0.150453,         0.196327,         0.142563
1160568000.000,2006-10-11 12:00:00,        -0.150700,         0.193568,         0.124569
1160654400.000,2006-10-12 12:00:00,        -0.151375,         0.192058,         0.126386
1160740800.000,2006-10-13 12:00:00,        -0.151844,         0.194283,         0.138815
1160827200.000,2006-10-14 12:00:00,        -0.150776,         0.193071,         0.126566
1160913600.000,2006-10-15 12:00:00,        -0.151661,         0.189844,         0.132305
1161000000.000,2006-10-16 12:00:00,        -0.150617,         0.190858,         0.122355
1161086400.000,2006-10-17 12:00:00,        -0.165443,         0.200357,         0.118165
1161172800.000,2006-10-18 12:00:00,        -0.154854,         0.196062,         0.125425
1161259200.000,2006-10-19 12:00:00,        -0.150062,         0.191642,         0.129495
1161345600.000,2006-10-20 12:00:00,        -0.149856,         0.197104,         0.131931
1161432000.000,2006-10-21 12:00:00,        -0.147687,         0.194138,         0.124620
1161518400.000,2006-10-22 12:00:00,        -0.151357,         0.194996,         0.130491
1161604800.000,2006-10-23 12:00:00,        -0.152528,         0.197740,         0.133861
1161691200.000,2006-10-24 12:00:00,        -0.154324,         0.192670,         0.123527
1161777600.000,2006-10-25 12:00:00,        -0.150329,         0.190931,         0.131929
1161864000.000,2006-10-26 12:00:00,        -0.153635,         0.194534,         0.117081
1161950400.000,2006-10-27 12:00:00,        -0.149202,         0.195122,         0.143255
1162036800.000,2006-10-28 12:00:00,        -0.151539,         0.192329,         0.130422
1162123200.000,2006-10-29 12:00:00,        -0.152258,         0.193275,         0.127168
1162209600.000,2006-10-30 12:00:00,        -0.150460,         0.193460,         0.130221
1162296000.000,2006-10-31 12:00:00,        -0.148286,         0.192727,         0.132199
1162382400.000,2006-11-01 12:00:00,        -0.152014,         0.191130,         0.135174
1162468800.000,2006-11-02 12:00:00,        -0.149598,         0.195893,         0.108075
1162555200.000,2006-11-03 12:00:00,        -0.150493,         0.192909,         0.124217
1162641600.000,2006-11-04 12:00:00,        -0.150888,         0.192561,         0.157398
1162728000.000,2006-11-05 12:00:00,        -0.150169,         0.193440,         0.135241
1162814400.000,2006-11-06 12:00:00,        -0.150511,         0.193299,         0.126322
1162900800.000,2006-11-07 12:00:00,        -0.150082,         0.191851,         0.128648
1162987200.000,2006-11-08 12:00:00,        -0.150279,         0.191042,         0.121482
1163073600.000,2006-11-09 12:00:00,        -0.151694,         0.189406,         0.129474
1163160000.000,2006-11-10 12:00:00,        -0.150235,         0.192782,         0.122372
1163246400.000,2006-11-11 12:00:00,        -0.150835,         0.192738,         0.124692
1163332800.000,2006-11-12 12:00:00,        -0.149266,         0.194660,         0.128620
1163419200.000,2006-11-13 12:00:00,        -0.149301,         0.192692,         0.114209
1163505600.000,2006-11-14 12:00:00,        -0.146789,         0.189338,         0.130705
1163592000.000,2006-11-15 12:00:00,        -0.150439,         0.194311,         0.127241
1163678400.000,2006-11-16 12:00:00,        -0.148432,         0.196459,         0.119491
1163764800.000,2006-11-17 12:00:00,        -0.150837,         0.192324,         0.131604
1163851200.000,2006-11-18 12:00:00,        -0.147022,         0.192775,         0.142490
1163937600.000,2006-11-19 12:00:00,        -0.149579,         0.190466,         0.121896
1164024000.000,2006-11-20 12:00:00,        -0.151800,         0.189871,         0.122379
1164110400.000,2006-11-21 12:00:00,        -0.151720,         0.191479,         0.134508
1164196800.000,2006-11-22 12:00:00,        -0.151308,         0.191578,         0.130959
1164283200.000,2006-11-23 12:00:00,        -0.150767,         0.191459,         0.121902
1164369600.000,2006-11-24 12:00:00,        -0.148832,         0.189987,         0.114260
1164456000.000,2006-11-25 12:00:00,        -0.148161,         0.191587,         0.132483
1164542400.000,2006-11-26 12:00:00,        -0.148305,         0.192875,         0.121606
1164628800.000,2006-11-27 12:00:00,        -0.149081,         0.194075,         0.125227
1164715200.000,2006-11-28 12:00:00,        -0.148576,         0.192467,         0.123933
1164801600.000,2006-11-29 12:00:00,        -0.150418,         0.189974,         0.128714
1164888000.000,2006-11-30 12:00:00,        -0.149860,         0.193253,         0.132271
1164974400.000,2006-12-01 12:00:00,        -0.148207,         0.193543,         0.123707
1165060800.000,2006-12-02 12:00:00,        -0.149601,         0.197109,         0.134543
1165147200.000,2006-12-03 12:00:00,        -0.150530,         0.191934,         0.131138
1165233600.000,2006-12-04 12:00:00,        -0.148232,         0.188828,         0.117006
1165320000.000,2006-12-05 12:00:00,        -0.151000,         0.192921,         0.124310
1165406400.000,2006-12-06 12:00:00,        -0.148931,         0.193950,         0.128239
1165492800.000,2006-12-07 12:00:00,        -0.147591,         0.192091,         0.127820
1165579200.000,2006-12-08 12:00:00,        -0.146359,         0.190804,         0.126066
1165665600.000,2006-12-09 12:00:00,        -0.148442,         0.191204,         0.126403
1165752000.000,2006-12-10 12:00:00,        -0.148567,         0.191674,         0.129670
1165838400.000,2006-12-11 12:00:00,        -0.150103,         0.193861,         0.128953
1165924800.000,2006-12-12 12:00:00,        -0.149087,         0.194227,         0.133242
1166011200.000,2006-12-13 12:00:00,        -0.150790,         0.195606,         0.136260
1166097600.000,2006-12-14 12:00:00,        -0.145974,         0.194263,         0.120599
1166184000.000,2006-12-15 12:00:00,        -0.149274,         0.195745,         0.122087
1166270400.000,2006-12-16 12:00:00,        -0.148362,         0.194296,         0.118427
1166356800.000,2006-12-17 12:00:00,        -0.148324,         0.193135,         0.124341
1166443200.000,2006-12-18 12:00:00,        -0.149366,         0.193449,         0.131797
1166529600.000,2006-12-19 12:00:00,        -0.149690,         0.195513,         0.118592
1166616000.000,2006-12-20 12:00:00,        -0.148266,         0.196380,         0.117172
1166702400.000,2006-12-21 12:00:00,        -0.148241,         0.190346,         0.133384
1166788800.000,2006-12-22 12:00:00,        -0.150338,         0.191669,         0.132429
1166875200.000,2006-12-23 12:00:00,        -0.149535,         0.192367,         0.133560
1166961600.000,2006-12-24 12:00:00,        -0.150358,         0.193008,         0.122352
1167048000.000,2006-12-25 12:00:00,        -0.147203,         0.192655,         0.136473
1167134400.000,2006-12-26 12:00:00,        -0.150703,         0.195677,         0.134002
1167220800.000,2006-12-27 12:00:00,        -0.146738,         0.197681,         0.126653
1167307200.000,2006-12-28 12:00:00,        -0.146385,         0.192517,         0.123961
1167393600.000,2006-12-29 12:00:00,        -0.146702,         0.193695,         0.127221
1167480000.000,2006-12-30 12:00:00,        -0.148258,         0.196471,         0.130820
1167652800.000,2007-01-01 12:00:00,        -0.152426,         0.194578,         0.119938
1167739200.000,2007-01-02 12:00:00,        -0.152271,         0.192035,         0.130040
1167825600.000,2007-01-03 12:00:00,        -0.149931,         0.193501,         0.120692
1167912000.000,2007-01-04 12:00:00,        -0.149369,         0.195628,         0.124267
1167998400.000,2007-01-05 12:00:00,        -0.153740,         0.196055,         0.126887
1168084800.000,2007-01-06 12:00:00,        -0.152109,         0.193949,         0.129547
1168171200.000,2007-01-07 12:00:00,        -0.147200,         0.193292,         0.134325
1168257600.000,2007-01-08 12:00:00,        -0.150892,         0.192393,         0.134243
1168344000.000,2007-01-09 12:00:00,        -0.154529,         0.194894,         0.123453
1168430400.000,2007-01-10 12:00:00,        -0.152288,         0.195251,         0.132624
1168516800.000,2007-01-11 12:00:00,        -0.152347,         0.195193,         0.122178
1168603200.000,2007-01-12 12:00:00,        -0.149264,         0.191264,         0.124131
1168689600.000,2007-01-13 12:00:00,        -0.145315,         0.187086,         0.116763
1168776000.000,2007-01-14 12:00:00,        -0.149798,         0.194651,         0.125309
1168862400.000,2007-01-15 12:00:00,        -0.152329,         0.193584,         0.123952
1168948800.000,2007-01-16 12:00:00,        -0.153053,         0.194287,         0.125708
1169035200.000,2007-01-17 12:00:00,        -0.153695,         0.191808,         0.117839
1169121600.000,2007-01-18 12:00:00,        -0.153878,         0.192281,         0.122911
1169208000.000,2007-01-19 12:00:00,        -0.150680,         0.195946,         0.125612
1169294400.000,2007-01-20 12:00:00,        -0.151720,         0.195076,         0.126571
1169380800.000,2007-01-21 12:00:00,        -0.152346,         0.194268,         0.134006
1169467200.000,2007-01-22 12:00:00,        -0.151625,         0.194979,         0.130856
1169553600.000,2007-01-23 12:00:00,        -0.151093,         0.196078,         0.131492
1169640000.000,2007-01-24 12:00:00,        -0.148206,         0.196398,         0.127473
1169726400.000,2007-01-25 12:00:00,        -0.150748,         0.194288,         0.133638
1169812800.000,2007-01-26 12:00:00,        -0.149811,         0.196149,         0.132220
1169899200.000,2007-01-27 12:00:00,        -0.150812,         0.194594,         0.134760
1169985600.000,2007-01-28 12:00:00,        -0.150167,         0.194915,         0.129217
1170072000.000,2007-01-29 12:00:00,        -0.153081,         0.194252,         0.141948
1170158400.000,2007-01-30 12:00:00,        -0.151727,         0.194963,         0.127378
1170244800.000,2007-01-31 12:00:00,        -0.148738,         0.191793,         0.113561
1170417600.000,2007-02-02 12:00:00,        -0.154870,         0.190657,         0.143182
1170504000.000,2007-02-03 12:00:00,        -0.150054,         0.195832,         0.145877
1170590400.000,2007-02-04 12:00:00,        -0.152926,         0.194174,         0.130296
1170676800.000,2007-02-05 12:00:00,        -0.151343,         0.196200,         0.129343
1170763200.000,2007-02-06 12:00:00,        -0.152207,         0.195787,         0.124685
1170849600.000,2007-02-07 12:00:00,        -0.151339,         0.196373,         0.135981
1171368000.000,2007-02-13 12:00:00,        -0.151161,         0.196218,         0.131123
1171454400.000,2007-02-14 12:00:00,        -0.153080,         0.195078,         0.134824
1171540800.000,2007-02-15 12:00:00,        -0.153104,         0.195001,         0.139681
1171627200.000,2007-02-16 12:00:00,        -0.152334,         0.195665,         0.136814
